bank_name,year,quarter,fiscal_quarter,car,cost_to_income,debt_to_equity,liquidity_coverage,npa_ratio,roa,crisis_label
PUNJAB NATIONAL BANK,2025,Q1,FY2025-Q1,16.174,25.0019,12.9737,126.2425,0.4319,0.7162,0
PUNJAB NATIONAL BANK,2025,Q2,FY2025-Q2,16.4166,23.0634,12.832,125.9905,0.3055,0.8311,0
PUNJAB NATIONAL BANK,2025,Q3,FY2025-Q3,16.7738,21.4723,12.6648,125.5933,0.2864,0.933,0
PUNJAB NATIONAL BANK,2025,Q4,FY2025-Q4,17.2651,20.8218,12.5639,125.0,0.3916,1.0136,0
RBL BANK,2015,Q1,FY2015-Q1,12.588,22.4884,10.6869,114.6447,0.0,1.1143,0
RBL BANK,2015,Q2,FY2015-Q2,12.8893,22.7329,11.1138,116.049,0.0,1.0827,0
RBL BANK,2015,Q3,FY2015-Q3,13.1276,22.652,11.3931,117.1481,0.1176,1.0672,0
RBL BANK,2015,Q4,FY2015-Q4,13.327,22.7055,11.6002,118.0,0.2643,1.0659,0
RBL BANK,2016,Q1,FY2016-Q1,12.9053,23.3533,11.8802,119.563,0.4839,0.947,0
RBL BANK,2016,Q2,FY2016-Q2,12.9406,23.1247,11.8883,120.0952,0.5395,0.968,0
RBL BANK,2016,Q3,FY2016-Q3,13.0088,22.7555,11.7699,120.5548,0.5679,0.9977,0
RBL BANK,2016,Q4,FY2016-Q4,13.1341,22.7055,11.6002,121.0,0.5776,1.0345,0
RBL BANK,2017,Q1,FY2017-Q1,13.0218,24.08,10.9578,122.6889,0.6254,0.9808,0
RBL BANK,2017,Q2,FY2017-Q2,13.1832,24.0992,10.6369,123.2798,0.6156,1.029,0
RBL BANK,2017,Q3,FY2017-Q3,13.4765,24.1503,10.216,124.0308,0.6132,1.0789,0
RBL BANK,2017,Q4,FY2017-Q4,13.9258,24.73,9.7594,125.0,0.6266,1.1286,0
RBL BANK,2018,Q1,FY2018-Q1,14.4171,27.672,8.8344,127.6875,0.7397,1.0835,0
RBL BANK,2018,Q2,FY2018-Q2,14.9162,28.3555,8.3726,128.8606,0.7678,1.139,0
RBL BANK,2018,Q3,FY2018-Q3,15.3405,28.712,8.0159,129.7284,0.7823,1.2013,0
RBL BANK,2018,Q4,FY2018-Q4,15.56,29.0587,7.9062,130.0,0.7636,1.2749,0
RBL BANK,2019,Q1,FY2019-Q1,14.3194,30.1837,8.6026,128.9298,0.7167,1.2336,0
RBL BANK,2019,Q2,FY2019-Q2,13.9441,29.74,8.9088,128.1529,0.6444,1.3133,0
RBL BANK,2019,Q3,FY2019-Q3,13.654,29.4148,9.1627,127.6495,0.6148,1.3626,0
RBL BANK,2019,Q4,FY2019-Q4,13.6619,30.1968,9.249,128.0,0.6755,1.3585,0
RBL BANK,2020,Q1,FY2020-Q1,14.4119,36.5912,8.4769,134.112,1.334,0.954,0
RBL BANK,2020,Q2,FY2020-Q2,15.0593,38.6276,8.0327,136.7029,1.5587,0.827,0
RBL BANK,2020,Q3,FY2020-Q3,15.8789,40.3179,7.4876,139.8173,1.8034,0.7045,0
RBL BANK,2020,Q4,FY2020-Q4,16.6967,41.7879,7.0273,143.0,2.0069,0.627,0
RBL BANK,2021,Q1,FY2021-Q1,16.9856,43.8109,6.7234,148.2159,2.2547,0.5359,0
RBL BANK,2021,Q2,FY2021-Q2,17.3324,43.2425,6.5994,150.3107,2.2579,0.5686,0
RBL BANK,2021,Q3,FY2021-Q3,17.5793,42.5036,6.5678,151.3501,2.1926,0.5965,0
RBL BANK,2021,Q4,FY2021-Q4,17.7625,43.1072,6.6212,151.0,2.0755,0.5748,0
RBL BANK,2022,Q1,FY2022-Q1,16.9884,50.001,6.9441,144.2946,1.7862,0.2516,0
RBL BANK,2022,Q2,FY2022-Q2,16.9462,52.1498,7.0211,141.342,1.6117,0.0988,0
RBL BANK,2022,Q3,FY2022-Q3,16.9599,53.6979,7.0631,138.0183,1.446,-0.0293,0
RBL BANK,2022,Q4,FY2022-Q4,17.0723,54.7353,7.0976,135.0,1.3119,-0.0732,0
RBL BANK,2023,Q1,FY2023-Q1,16.6343,52.571,7.2302,130.7164,1.2203,0.2463,0
RBL BANK,2023,Q2,FY2023-Q2,16.7716,50.2892,7.2082,129.309,1.1595,0.4418,0
RBL BANK,2023,Q3,FY2023-Q3,16.9656,47.2622,7.1719,128.4721,1.1175,0.6687,0
RBL BANK,2023,Q4,FY2023-Q4,17.1738,45.118,7.1909,128.0,1.0769,0.8705,0
RBL BANK,2024,Q1,FY2024-Q1,16.4405,45.3722,7.59,127.413,0.9663,0.9326,0
RBL BANK,2024,Q2,FY2024-Q2,16.4162,44.8042,7.6957,127.2345,0.8939,1.001,0
RBL BANK,2024,Q3,FY2024-Q3,16.4032,44.5956,7.7924,127.1137,0.812,1.0164,0
RBL BANK,2024,Q4,FY2024-Q4,16.4227,45.3193,7.9054,127.0,0.7245,0.9927,0
RBL BANK,2025,Q1,FY2025-Q1,15.6345,48.5394,8.1187,126.2425,0.5294,0.7149,0
RBL BANK,2025,Q2,FY2025-Q2,15.5837,48.9641,8.1495,125.9905,0.4415,0.6421,0
RBL BANK,2025,Q3,FY2025-Q3,15.6263,48.7176,8.0817,125.5933,0.3584,0.5725,0
RBL BANK,2025,Q4,FY2025-Q4,15.7832,48.4291,7.9407,125.0,0.2839,0.5204,0
SOUTH INDIAN BANK,2015,Q1,FY2015-Q1,12.7519,19.9981,13.2575,114.6447,0.0,0.6825,0
SOUTH INDIAN BANK,2015,Q2,FY2015-Q2,12.4305,20.5921,14.1475,116.049,0.0,0.6298,0
SOUTH INDIAN BANK,2015,Q3,FY2015-Q3,12.2472,20.7584,14.7114,117.1481,0.0,0.5985,0
SOUTH INDIAN BANK,2015,Q4,FY2015-Q4,12.1901,20.9453,15.0785,118.0,0.9398,0.5852,0
SOUTH INDIAN BANK,2016,Q1,FY2016-Q1,11.6888,21.6012,15.4696,119.563,2.4882,0.5168,0
SOUTH INDIAN BANK,2016,Q2,FY2016-Q2,11.7045,21.3937,15.4681,120.0952,2.8934,0.5293,0
SOUTH INDIAN BANK,2016,Q3,FY2016-Q3,11.8112,21.0256,15.2945,120.5548,2.9766,0.5497,0
SOUTH INDIAN BANK,2016,Q4,FY2016-Q4,11.9973,20.9453,15.0785,121.0,2.8293,0.5748,0
SOUTH INDIAN BANK,2017,Q1,FY2017-Q1,11.9132,22.3222,14.6952,122.6889,2.2328,0.5402,0
SOUTH INDIAN BANK,2017,Q2,FY2017-Q2,12.0849,22.3611,14.4224,123.2798,1.8908,0.5652,0
SOUTH INDIAN BANK,2017,Q3,FY2017-Q3,12.3029,22.4929,14.1351,124.0308,1.5892,0.5848,0
SOUTH INDIAN BANK,2017,Q4,FY2017-Q4,12.5555,23.207,13.9563,125.0,1.4195,0.5956,0
SOUTH INDIAN BANK,2018,Q1,FY2018-Q1,12.4079,26.6279,14.2275,127.6875,1.8979,0.4916,0
SOUTH INDIAN BANK,2018,Q2,FY2018-Q2,12.5564,27.5475,14.2343,128.8606,2.0437,0.4797,0
SOUTH INDIAN BANK,2018,Q3,FY2018-Q3,12.719,28.0979,14.2747,129.7284,2.2819,0.4642,0
SOUTH INDIAN BANK,2018,Q4,FY2018-Q4,12.8905,28.5169,14.4219,130.0,2.5454,0.4494,0
SOUTH INDIAN BANK,2019,Q1,FY2019-Q1,12.5106,28.5261,15.2871,128.9298,3.1918,0.3509,0
SOUTH INDIAN BANK,2019,Q2,FY2019-Q2,12.5596,27.7546,15.5057,128.1529,3.3217,0.3373,0
SOUTH INDIAN BANK,2019,Q3,FY2019-Q3,12.6496,26.8114,15.6822,127.6495,3.3877,0.3224,0
SOUTH INDIAN BANK,2019,Q4,FY2019-Q4,12.7991,26.5547,15.891,128.0,3.3776,0.303,0
SOUTH INDIAN BANK,2020,Q1,FY2020-Q1,12.7273,29.5048,16.4319,134.112,3.4439,0.1969,0
SOUTH INDIAN BANK,2020,Q2,FY2020-Q2,12.9028,30.1762,16.5281,136.7029,3.3047,0.1641,0
SOUTH INDIAN BANK,2020,Q3,FY2020-Q3,13.1919,30.9205,16.4692,139.8173,3.2225,0.1349,0
SOUTH INDIAN BANK,2020,Q4,FY2020-Q4,13.6111,32.087,16.3195,143.0,3.2699,0.115,0
SOUTH INDIAN BANK,2021,Q1,FY2021-Q1,14.1793,35.5956,15.8138,148.2159,4.112,0.0815,0
SOUTH INDIAN BANK,2021,Q2,FY2021-Q2,14.6658,36.1802,15.445,150.3107,4.349,0.0792,0
SOUTH INDIAN BANK,2021,Q3,FY2021-Q3,15.1777,36.3778,15.0615,151.3501,4.5549,0.0756,0
SOUTH INDIAN BANK,2021,Q4,FY2021-Q4,15.6513,36.88,14.8553,151.0,4.6111,0.0627,0
SOUTH INDIAN BANK,2022,Q1,FY2022-Q1,15.5219,38.2175,15.3328,144.2946,4.126,0.0247,0
SOUTH INDIAN BANK,2022,Q2,FY2022-Q2,15.6847,38.0845,15.4623,141.342,3.7577,0.0011,0
SOUTH INDIAN BANK,2022,Q3,FY2022-Q3,15.8582,37.3241,15.5838,138.0183,3.3179,0.0001,0
SOUTH INDIAN BANK,2022,Q4,FY2022-Q4,16.0979,36.4593,15.6945,135.0,2.9076,0.0418,0
SOUTH INDIAN BANK,2023,Q1,FY2023-Q1,16.1855,33.3674,15.5957,130.7164,2.4521,0.3094,0
SOUTH INDIAN BANK,2023,Q2,FY2023-Q2,16.4853,31.4154,15.4308,129.309,2.232,0.4619,0
SOUTH INDIAN BANK,2023,Q3,FY2023-Q3,16.9242,29.3077,15.0947,128.4721,2.0776,0.6222,0
SOUTH INDIAN BANK,2023,Q4,FY2023-Q4,17.5088,27.9037,14.6903,128.0,1.958,0.7628,0
SOUTH INDIAN BANK,2024,Q1,FY2024-Q1,18.2758,27.8227,13.5614,127.413,1.7805,0.8262,0
SOUTH INDIAN BANK,2024,Q2,FY2024-Q2,18.9017,27.4101,13.0193,127.2345,1.66,0.8962,0
SOUTH INDIAN BANK,2024,Q3,FY2024-Q3,19.5663,27.1748,12.4328,127.1137,1.5427,0.941,0
SOUTH INDIAN BANK,2024,Q4,FY2024-Q4,20.2086,27.4306,11.9188,127.0,1.4293,0.9718,0
SOUTH INDIAN BANK,2025,Q1,FY2025-Q1,19.7591,28.1381,11.3824,126.2425,1.2242,0.9211,0
SOUTH INDIAN BANK,2025,Q2,FY2025-Q2,19.9324,27.9952,11.0789,125.9905,1.1123,0.9607,0
SOUTH INDIAN BANK,2025,Q3,FY2025-Q3,19.8995,27.2922,10.9134,125.5933,1.0043,1.0192,0
SOUTH INDIAN BANK,2025,Q4,FY2025-Q4,19.5996,26.3228,10.9971,125.0,0.9007,1.1077,0
STATE BANK OF INDIA,2015,Q1,FY2015-Q1,10.5952,46.4925,13.2544,114.6447,0.0,1.4422,0
STATE BANK OF INDIA,2015,Q2,FY2015-Q2,11.1595,42.1622,13.8194,116.049,0.0,1.1027,0
STATE BANK OF INDIA,2015,Q3,FY2015-Q3,11.6865,38.7293,14.163,117.1481,0.9577,0.864,0
STATE BANK OF INDIA,2015,Q4,FY2015-Q4,12.18,36.74,14.3947,118.0,2.0755,0.7106,0
STATE BANK OF INDIA,2016,Q1,FY2016-Q1,12.4627,36.7404,14.7109,119.563,3.4358,0.4892,0
STATE BANK OF INDIA,2016,Q2,FY2016-Q2,12.7641,36.1533,14.6998,120.0952,3.7455,0.453,0
STATE BANK OF INDIA,2016,Q3,FY2016-Q3,13.0475,35.9711,14.5579,120.5548,3.8147,0.4553,0
STATE BANK OF INDIA,2016,Q4,FY2016-Q4,13.3168,36.74,14.3947,121.0,3.73,0.4807,0
STATE BANK OF INDIA,2017,Q1,FY2017-Q1,13.0221,41.755,14.1119,122.6889,3.7518,0.4456,0
STATE BANK OF INDIA,2017,Q2,FY2017-Q2,13.1177,42.8626,13.89,123.2798,3.5763,0.4687,0
STATE BANK OF INDIA,2017,Q3,FY2017-Q3,13.2113,43.8303,13.6306,124.0308,3.5075,0.4682,0
STATE BANK OF INDIA,2017,Q4,FY2017-Q4,13.3066,45.3615,13.4377,125.0,3.6321,0.4284,0
STATE BANK OF INDIA,2018,Q1,FY2018-Q1,12.7133,49.9912,13.4635,127.6875,4.8478,0.1394,0
STATE BANK OF INDIA,2018,Q2,FY2018-Q2,12.6843,50.8217,13.3719,128.8606,5.2303,0.0102,0
STATE BANK OF INDIA,2018,Q3,FY2018-Q3,12.7024,50.9366,13.3019,129.7284,5.5435,-0.1126,0
STATE BANK OF INDIA,2018,Q4,FY2018-Q4,12.789,51.1199,13.3409,130.0,5.6097,-0.1985,0
STATE BANK OF INDIA,2019,Q1,FY2019-Q1,12.4647,50.7507,13.9187,128.9298,4.7377,-0.1487,0
STATE BANK OF INDIA,2019,Q2,FY2019-Q2,12.559,49.5409,14.0558,128.1529,4.1671,-0.1189,0
STATE BANK OF INDIA,2019,Q3,FY2019-Q3,12.7128,47.778,14.1411,127.6495,3.512,-0.0565,0
STATE BANK OF INDIA,2019,Q4,FY2019-Q4,12.9108,46.5241,14.2184,128.0,2.9468,0.0209,0
STATE BANK OF INDIA,2020,Q1,FY2020-Q1,12.7061,45.8334,14.4509,134.112,2.513,0.1876,0
STATE BANK OF INDIA,2020,Q2,FY2020-Q2,12.829,44.6961,14.3999,136.7029,2.3304,0.2693,0
STATE BANK OF INDIA,2020,Q3,FY2020-Q3,13.0079,43.607,14.3,139.8173,2.2475,0.3404,0
STATE BANK OF INDIA,2020,Q4,FY2020-Q4,13.2559,43.4342,14.2811,143.0,2.1832,0.3971,0
STATE BANK OF INDIA,2021,Q1,FY2021-Q1,13.2264,45.9755,14.7567,148.2159,1.958,0.4169,0
STATE BANK OF INDIA,2021,Q2,FY2021-Q2,13.45,46.1812,14.8476,150.3107,1.7989,0.4479,0
STATE BANK OF INDIA,2021,Q3,FY2021-Q3,13.6996,46.145,14.9,151.3501,1.627,0.4739,0
STATE BANK OF INDIA,2021,Q4,FY2021-Q4,13.9461,46.5017,14.9666,151.0,1.4685,0.5016,0
STATE BANK OF INDIA,2022,Q1,FY2022-Q1,13.6212,47.3809,15.1333,144.2946,1.2688,0.5275,0
STATE BANK OF INDIA,2022,Q2,FY2022-Q2,13.6932,46.7913,15.0771,141.342,1.1638,0.5766,0
STATE BANK OF INDIA,2022,Q3,FY2022-Q3,13.8179,45.6379,14.9197,138.0183,1.077,0.6342,0
STATE BANK OF INDIA,2022,Q4,FY2022-Q4,14.0374,44.7827,14.7563,135.0,0.9986,0.7001,0
STATE BANK OF INDIA,2023,Q1,FY2023-Q1,14.0426,43.4275,14.4852,130.7164,0.8629,0.767,0
STATE BANK OF INDIA,2023,Q2,FY2023-Q2,14.3087,42.0716,14.2632,129.309,0.7835,0.8514,0
STATE BANK OF INDIA,2023,Q3,FY2023-Q3,14.6117,40.4988,14.0047,128.4721,0.7127,0.9321,0
STATE BANK OF INDIA,2023,Q4,FY2023-Q4,14.9002,39.5411,13.8181,128.0,0.6559,1.0032,0
STATE BANK OF INDIA,2024,Q1,FY2024-Q1,14.4048,39.2603,13.7678,127.413,0.6208,0.9654,0
STATE BANK OF INDIA,2024,Q2,FY2024-Q2,14.4281,38.4827,13.6634,127.2345,0.5909,1.0129,0
STATE BANK OF INDIA,2024,Q3,FY2024-Q3,14.4474,37.5974,13.5308,127.1137,0.5714,1.0521,0
STATE BANK OF INDIA,2024,Q4,FY2024-Q4,14.4942,37.2184,13.4297,127.0,0.558,1.0868,0
STATE BANK OF INDIA,2025,Q1,FY2025-Q1,13.9916,37.1507,13.1681,126.2425,0.5447,1.0111,0
STATE BANK OF INDIA,2025,Q2,FY2025-Q2,14.0164,36.4859,12.9879,125.9905,0.5254,1.0495,0
STATE BANK OF INDIA,2025,Q3,FY2025-Q3,14.1633,35.473,12.6972,125.5933,0.4986,1.0944,0
STATE BANK OF INDIA,2025,Q4,FY2025-Q4,14.4638,34.6801,12.3491,125.0,0.4601,1.1495,0
SURYODAY SMALL FINANCE BANK,2016,Q1,FY2016-Q1,38.8776,63.312,10.0352,127.7179,3.6696,-1.5326,0
SURYODAY SMALL FINANCE BANK,2016,Q2,FY2016-Q2,38.436,49.3966,7.8318,124.2046,2.9729,-0.5126,0
SURYODAY SMALL FINANCE BANK,2016,Q3,FY2016-Q3,38.3252,39.6347,6.0994,122.0377,2.4958,0.1822,0
SURYODAY SMALL FINANCE BANK,2016,Q4,FY2016-Q4,38.5091,33.9904,4.8107,121.0,2.2028,0.6061,0
SURYODAY SMALL FINANCE BANK,2017,Q1,FY2017-Q1,37.3581,33.2281,3.1246,122.0745,2.1799,0.7436,0
SURYODAY SMALL FINANCE BANK,2017,Q2,FY2017-Q2,37.5676,32.7983,2.5341,122.6441,2.1216,0.7881,0
SURYODAY SMALL FINANCE BANK,2017,Q3,FY2017-Q3,37.9634,33.886,2.1979,123.6916,2.1411,0.7242,0
SURYODAY SMALL FINANCE BANK,2017,Q4,FY2017-Q4,38.5091,36.5008,2.0724,125.0,2.2028,0.6061,0
SURYODAY SMALL FINANCE BANK,2018,Q1,FY2018-Q1,37.5752,44.5393,2.3203,127.8521,2.3927,0.4184,0
SURYODAY SMALL FINANCE BANK,2018,Q2,FY2018-Q2,37.8571,47.0236,2.4332,129.0309,2.4054,0.3545,0
SURYODAY SMALL FINANCE BANK,2018,Q3,FY2018-Q3,38.1804,48.3303,2.5738,129.8192,2.3539,0.399,0
SURYODAY SMALL FINANCE BANK,2018,Q4,FY2018-Q4,38.5091,48.6915,2.7022,130.0,2.2028,0.6061,0
SURYODAY SMALL FINANCE BANK,2019,Q1,FY2019-Q1,36.3796,44.8714,2.9238,128.8857,1.4672,1.5497,0
SURYODAY SMALL FINANCE BANK,2019,Q2,FY2019-Q2,36.168,41.9845,2.9555,128.1072,1.1256,2.1231,0
SURYODAY SMALL FINANCE BANK,2019,Q3,FY2019-Q3,35.8967,38.7651,2.9838,127.6252,0.7606,2.6889,0
SURYODAY SMALL FINANCE BANK,2019,Q4,FY2019-Q4,35.5554,36.9282,3.0684,128.0,0.4308,3.135,0
SURYODAY SMALL FINANCE BANK,2020,Q1,FY2020-Q1,33.8637,39.4468,3.5059,134.1238,0.2586,2.8851,0
SURYODAY SMALL FINANCE BANK,2020,Q2,FY2020-Q2,33.5126,40.1693,3.6823,136.7151,0.154,2.9215,0
SURYODAY SMALL FINANCE BANK,2020,Q3,FY2020-Q3,34.0535,40.986,3.8058,139.8238,0.238,2.8127,0
SURYODAY SMALL FINANCE BANK,2020,Q4,FY2020-Q4,35.9716,41.8455,3.8347,143.0,0.558,2.6021,0
SURYODAY SMALL FINANCE BANK,2021,Q1,FY2021-Q1,42.6122,43.8663,3.539,148.2127,2.5135,1.4426,0
SURYODAY SMALL FINANCE BANK,2021,Q2,FY2021-Q2,46.5341,43.1445,3.3442,150.3074,3.1814,1.0547,0
SURYODAY SMALL FINANCE BANK,2021,Q3,FY2021-Q3,50.1187,42.7939,3.1496,151.3483,3.924,0.6354,0
SURYODAY SMALL FINANCE BANK,2021,Q4,FY2021-Q4,52.242,44.5878,3.0639,151.0,4.6307,0.1985,0
SURYODAY SMALL FINANCE BANK,2022,Q1,FY2022-Q1,46.0594,57.0239,3.5472,144.2955,5.8564,-0.6432,0
SURYODAY SMALL FINANCE BANK,2022,Q2,FY2022-Q2,43.7141,61.4692,3.7449,141.3428,6.1382,-1.0533,0
SURYODAY SMALL FINANCE BANK,2022,Q3,FY2022-Q3,40.8234,64.916,3.9862,138.0188,6.1547,-1.3258,0
SURYODAY SMALL FINANCE BANK,2022,Q4,FY2022-Q4,38.4279,67.0076,4.2301,135.0,5.8446,-1.3898,0
SURYODAY SMALL FINANCE BANK,2023,Q1,FY2023-Q1,34.5335,61.9621,4.7048,130.7162,4.0765,-0.4726,0
SURYODAY SMALL FINANCE BANK,2023,Q2,FY2023-Q2,34.0069,58.128,4.8281,129.3088,3.2141,-0.041,0
SURYODAY SMALL FINANCE BANK,2023,Q3,FY2023-Q3,34.0613,52.8973,4.9013,128.4719,2.3024,0.4673,0
SURYODAY SMALL FINANCE BANK,2023,Q4,FY2023-Q4,34.2258,48.4753,4.9753,128.0,1.5174,0.951,0
SURYODAY SMALL FINANCE BANK,2024,Q1,FY2024-Q1,31.1865,44.4175,5.3296,127.4131,0.8616,1.4804,0
SURYODAY SMALL FINANCE BANK,2024,Q2,FY2024-Q2,30.4407,42.333,5.4173,127.2346,0.6157,1.7695,0
SURYODAY SMALL FINANCE BANK,2024,Q3,FY2024-Q3,29.6088,41.0272,5.504,127.1138,0.6179,1.9491,0
SURYODAY SMALL FINANCE BANK,2024,Q4,FY2024-Q4,28.8362,40.9898,5.6283,127.0,0.8419,2.0273,0
SURYODAY SMALL FINANCE BANK,2025,Q1,FY2025-Q1,26.3319,44.0192,6.2405,126.2425,2.5132,1.499,0
SURYODAY SMALL FINANCE BANK,2025,Q2,FY2025-Q2,25.7576,44.4648,6.4162,125.9904,3.0247,1.366,0
SURYODAY SMALL FINANCE BANK,2025,Q3,FY2025-Q3,25.671,44.6353,6.6057,125.5932,3.6903,1.1562,0
SURYODAY SMALL FINANCE BANK,2025,Q4,FY2025-Q4,26.2174,45.0953,6.855,125.0,4.4838,0.8778,0
TAMILNAD MERCANTILE BANK,2015,Q1,FY2015-Q1,17.1799,34.2559,9.7588,114.6447,1.5105,1.1658,0
TAMILNAD MERCANTILE BANK,2015,Q2,FY2015-Q2,15.7479,33.7126,9.7174,116.049,1.1003,1.2866,0
TAMILNAD MERCANTILE BANK,2015,Q3,FY2015-Q3,14.7359,33.0491,9.651,117.1481,0.8211,1.3776,0
TAMILNAD MERCANTILE BANK,2015,Q4,FY2015-Q4,14.0984,32.8504,9.6169,118.0,0.6559,1.4421,0
TAMILNAD MERCANTILE BANK,2016,Q1,FY2016-Q1,12.8782,33.702,9.7307,119.563,0.6954,1.2796,0
TAMILNAD MERCANTILE BANK,2016,Q2,FY2016-Q2,12.6797,33.3961,9.7013,120.0952,0.6956,1.2968,0
TAMILNAD MERCANTILE BANK,2016,Q3,FY2016-Q3,12.7159,32.9172,9.6443,120.5548,0.7599,1.2976,0
TAMILNAD MERCANTILE BANK,2016,Q4,FY2016-Q4,12.9412,32.8504,9.6169,121.0,0.8713,1.2854,0
TAMILNAD MERCANTILE BANK,2017,Q1,FY2017-Q1,13.1406,33.7811,9.7347,122.6889,1.3364,1.0216,0
TAMILNAD MERCANTILE BANK,2017,Q2,FY2017-Q2,13.4624,33.5016,9.7067,123.2798,1.4654,0.9824,0
TAMILNAD MERCANTILE BANK,2017,Q3,FY2017-Q3,13.8408,32.9963,9.6483,124.0308,1.5934,0.9403,0
TAMILNAD MERCANTILE BANK,2017,Q4,FY2017-Q4,14.2303,32.8504,9.6169,125.0,1.7035,0.8987,0
TAMILNAD MERCANTILE BANK,2018,Q1,FY2018-Q1,14.2439,33.6624,9.7287,127.6875,2.0141,0.6891,0
TAMILNAD MERCANTILE BANK,2018,Q2,FY2018-Q2,14.4542,33.2906,9.696,128.8606,2.0463,0.6514,0
TAMILNAD MERCANTILE BANK,2018,Q3,FY2018-Q3,14.7108,32.7985,9.6383,129.7284,2.0749,0.6258,0
TAMILNAD MERCANTILE BANK,2018,Q4,FY2018-Q4,15.0524,32.8504,9.6169,130.0,2.1146,0.6165,0
TAMILNAD MERCANTILE BANK,2019,Q1,FY2019-Q1,15.2673,34.1989,9.7601,128.9298,2.3681,0.5787,0
TAMILNAD MERCANTILE BANK,2019,Q2,FY2019-Q2,15.6277,34.1991,9.7475,128.1529,2.3966,0.6089,0
TAMILNAD MERCANTILE BANK,2019,Q3,FY2019-Q3,16.0247,33.7639,9.6956,127.6495,2.3992,0.6539,0
TAMILNAD MERCANTILE BANK,2019,Q4,FY2019-Q4,16.4126,33.2773,9.6526,128.0,2.3496,0.7106,0
TAMILNAD MERCANTILE BANK,2020,Q1,FY2020-Q1,16.248,31.2215,9.6125,134.112,2.1688,0.7739,0
TAMILNAD MERCANTILE BANK,2020,Q2,FY2020-Q2,16.4116,29.6797,9.521,136.7029,2.0033,0.8562,0
TAMILNAD MERCANTILE BANK,2020,Q3,FY2020-Q3,16.6397,27.9962,9.3882,139.8173,1.8521,0.9437,0
TAMILNAD MERCANTILE BANK,2020,Q4,FY2020-Q4,16.9911,27.0135,9.2787,143.0,1.7622,1.0345,0
TAMILNAD MERCANTILE BANK,2021,Q1,FY2021-Q1,17.4399,27.8594,9.1932,148.2159,1.9193,1.0974,0
TAMILNAD MERCANTILE BANK,2021,Q2,FY2021-Q2,17.9207,27.8111,9.0936,150.3107,1.9482,1.2004,0
TAMILNAD MERCANTILE BANK,2021,Q3,FY2021-Q3,18.5261,27.8383,8.9748,151.3501,1.9735,1.3019,0
TAMILNAD MERCANTILE BANK,2021,Q4,FY2021-Q4,19.2241,28.217,8.8919,151.0,1.9384,1.4003,0
TAMILNAD MERCANTILE BANK,2022,Q1,FY2022-Q1,20.095,29.1223,8.7894,144.2946,1.5773,1.4158,0
TAMILNAD MERCANTILE BANK,2022,Q2,FY2022-Q2,20.7375,28.9111,8.7021,141.342,1.3691,1.5189,0
TAMILNAD MERCANTILE BANK,2022,Q3,FY2022-Q3,21.4953,28.2952,8.5536,138.0183,1.1373,1.6241,0
TAMILNAD MERCANTILE BANK,2022,Q4,FY2022-Q4,22.3909,27.7773,8.3707,135.0,0.93,1.7347,0
TAMILNAD MERCANTILE BANK,2023,Q1,FY2023-Q1,23.7184,26.4837,7.7977,130.7164,0.7301,1.7316,0
TAMILNAD MERCANTILE BANK,2023,Q2,FY2023-Q2,24.6357,25.4681,7.5041,129.309,0.6422,1.8562,0
TAMILNAD MERCANTILE BANK,2023,Q3,FY2023-Q3,25.6303,24.267,7.1869,128.4721,0.6048,1.9687,0
TAMILNAD MERCANTILE BANK,2023,Q4,FY2023-Q4,26.6539,23.4069,6.9283,128.0,0.607,2.0586,0
TAMILNAD MERCANTILE BANK,2024,Q1,FY2024-Q1,27.4639,22.613,6.6727,127.413,0.7456,1.8496,0
TAMILNAD MERCANTILE BANK,2024,Q2,FY2024-Q2,28.1928,21.9203,6.544,127.2345,0.7789,1.8834,0
TAMILNAD MERCANTILE BANK,2024,Q3,FY2024-Q3,28.9661,21.2416,6.4385,127.1137,0.8127,1.9044,0
TAMILNAD MERCANTILE BANK,2024,Q4,FY2024-Q4,29.8106,20.9511,6.3767,127.0,0.8322,1.9228,0
TAMILNAD MERCANTILE BANK,2025,Q1,FY2025-Q1,30.4816,21.5473,6.2956,126.2425,0.7098,1.738,0
TAMILNAD MERCANTILE BANK,2025,Q2,FY2025-Q2,31.2169,21.3704,6.2308,125.9905,0.6553,1.7826,0
TAMILNAD MERCANTILE BANK,2025,Q3,FY2025-Q3,32.1143,21.1748,6.1192,125.5933,0.5411,1.8547,0
TAMILNAD MERCANTILE BANK,2025,Q4,FY2025-Q4,33.2007,21.3418,5.9791,125.0,0.3524,1.9646,0
UCO BANK,2015,Q1,FY2015-Q1,17.9632,14.4099,18.5286,114.6447,0.0,4.8612,0
UCO BANK,2015,Q2,FY2015-Q2,15.4702,31.7847,18.1996,116.049,0.0,2.9468,0
UCO BANK,2015,Q3,FY2015-Q3,13.6246,43.4027,17.934,117.1481,1.5492,1.515,0
UCO BANK,2015,Q4,FY2015-Q4,12.3526,50.9778,17.8097,118.0,4.2097,0.5016,0
UCO BANK,2016,Q1,FY2016-Q1,10.3376,56.2237,18.012,119.563,7.7399,-0.6564,0
UCO BANK,2016,Q2,FY2016-Q2,9.83,56.5202,17.9738,120.0952,8.6115,-1.0775,0
UCO BANK,2016,Q3,FY2016-Q3,9.6669,54.2003,17.8804,120.5548,8.9386,-1.2727,1
UCO BANK,2016,Q4,FY2016-Q4,9.7745,50.9778,17.8097,121.0,8.8991,-1.3062,1
